MET_CHEM_NO	p_cat_dir|base|sebum	p_cat_dir|base|skicon	p_cat_dir|groups|oily-norm	p_cat_dir|groups|skicon	p_cat_dir|oily|exfol	p_cat_dir|oily|F-B	p_cat_dir|oily|F-B|A	p_cat_dir|oily|F-B|B	p_cat_dir|oily|F-B|B-A	p_cat_dir|oily|F-B|C	p_cat_dir|oily|F-B|C-A	p_cat_dir|oily|F-B|C-B	p_cat_dir|oily|sebum	p_cat_dir|oily|skicon
X9705545		Up, < 0.1		Up, < 0.1				Dn, < 0.1						
X9705549										Up, < 0.1	Up, < 0.1			
X9705551		Dn, < 0.1		Dn, < 0.1										
X9705554	Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Up, < 0.1										
X9705555				Up, < 0.1										
X9705563					Dn, < 0.01									
X9705568					Dn, < 0.01									
X9705601		Up, < 0.1		Up, < 0.1						Dn, < 0.1	Dn, < 0.1	Dn, < 0.1		
X9705632					Dn, < 0.1					Up, < 0.1				
X9705639	Up, < 0.1	Dn, < 0.1		Dn, < 0.1	Dn, < 0.1									
X9705640					Up, < 0.1	Up, < 0.1				Up, < 0.1				
X9705642					Up, < 0.1									
X9705645														Dn, < 0.1
X9705647		Up, < 0.1		Up, < 0.1	Dn, < 0.1									Up, < 0.1
X9705650	Dn, < 0.1	Up, < 0.1		Up, < 0.1										Up, < 0.1
X9705651					Up, < 0.1									
X9705653	Up, < 0.1													
X9705654					Dn, < 0.1									
X9705655							Dn, < 0.1							
X9705656														Up, < 0.01
X9705665					Dn, < 0.01									
X9705669								Up, < 0.1		Up, < 0.1				
X9705676					Dn, < 0.1								Up, < 0.1	Up, < 0.1
X9705679			Up, < 0.1											
X9705680					Up, < 0.1									
X9705681														Up, < 0.1
X9705686					Dn, < 0.01									
X9705693					Dn, < 0.1		Up, < 0.1							
X9705696								Dn, < 0.1				Up, < 0.1		
X9705699	Up, < 0.01		Up, < 0.01											
X9705700						Up, < 0.001	Up, < 0.01	Up, < 0.001		Up, < 0.001				
X9705704		Dn, < 0.01		Dn, < 0.01										Dn, < 0.001
X9705713														Dn, < 0.1
X9705714														Up, < 0.1
X9705718					Dn, < 0.1	Up, < 0.1	Up, < 0.1							
X9705719		Up, < 0.1		Up, < 0.1	Up, < 0.01					Up, < 0.1				
X9705725	Up, < 0.01	Dn, < 0.01	Up, < 0.01	Dn, < 0.1										Dn, < 0.1
X9705727	Up, < 0.1		Up, < 0.1											
X9705729	Up, < 0.1		Up, < 0.1		Dn, < 0.1									
X9705730	Up, < 0.1									Up, < 0.1	Up, < 0.1			
X9705732	Up, < 0.001		Up, < 0.01											
X9705735	Up, < 0.01		Up, < 0.1							Dn, < 0.1				
X9705737	Up, < 0.001		Up, < 0.001				Dn, < 0.1		Up, < 0.1					
X9705739	Dn, < 0.1		Dn, < 0.1			Dn, < 0.1							Dn, < 0.1	
X9705740														Dn, < 0.1
X9705741	Up, < 0.01		Up, < 0.01				Dn, < 0.01		Up, < 0.01		Up, < 0.1			
X9705742		Dn, < 0.1		Dn, < 0.1										
X9705743			Up, < 0.1											Dn, < 0.1
X9705744								Up, < 0.1	Up, < 0.1				Dn, < 0.1	
X9705745														Dn, < 0.1
X9705746	Dn, < 0.1							Up, < 0.1	Up, < 0.1		Up, < 0.1		Dn, < 0.1	
X9705748	Up, < 0.01		Up, < 0.1		Dn, < 0.1	Dn, < 0.1	Dn, < 0.1		Up, < 0.1	Dn, < 0.1				
X9705749											Up, < 0.1			
X9705753	Dn, < 0.1												Dn, < 0.1	
X9705754	Up, < 0.1		Up, < 0.1					Dn, < 0.1						
X9705756	Up, < 0.1		Up, < 0.1										Up, < 0.1	
X9705758	Up, < 0.1													
X9705759		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9705760	Up, < 0.1													
X9705762								Dn, < 0.1		Up, < 0.1		Up, < 0.1		Dn, < 0.1
X9705764	Up, < 0.1		Up, < 0.1											
X9705771		Up, < 0.1		Up, < 0.1									Dn, < 0.01	
X9705772					Up, < 0.1	Dn, < 0.1		Dn, < 0.01	Dn, < 0.1			Up, < 0.1		
X9705775													Up, < 0.1	
X9705777	Up, < 0.01		Up, < 0.1											Dn, < 0.1
X9705778	Up, < 0.1													
X9705779	Up, < 0.1							Dn, < 0.01	Dn, < 0.1			Up, < 0.1	Up, < 0.1	
X9705780												Up, < 0.1		
X9705782								Up, < 0.1						
X9705786					Up, < 0.01		Dn, < 0.1				Up, < 0.1			
X9705788	Dn, < 0.1				Up, < 0.01								Dn, < 0.1	
X9705789					Up, < 0.001									
X9705790		Up, < 0.1		Up, < 0.1						Dn, < 0.1			Up, < 0.1	
X9705791					Up, < 0.001									
X9705792										Up, < 0.1	Up, < 0.1			
X9705795					Up, < 0.1									
X9705796	Up, < 0.1		Up, < 0.1		Up, < 0.1					Dn, < 0.1				
X9705797									Up, < 0.1		Up, < 0.1		Dn, < 0.1	
X9705799					Up, < 0.1				Up, < 0.1		Up, < 0.1			
X9705800						Dn, < 0.1				Dn, < 0.1				
X9705801		Up, < 0.1		Up, < 0.1										Up, < 0.1
X9705802			Up, < 0.1											
X9705804		Dn, < 0.1		Dn, < 0.1		Dn, < 0.1	Dn, < 0.1	Up, < 0.1	Up, < 0.01			Dn, < 0.1	Dn, < 0.1	Dn, < 0.1
X9705805					Up, < 0.01	Dn, < 0.1								
X9705806					Up, < 0.1	Dn, < 0.1				Dn, < 0.1				
X9705807					Up, < 0.1								Dn, < 0.1	
X9705808														Up, < 0.1
X9705810		Dn, < 0.01		Dn, < 0.01										Dn, < 0.01
X9705811							Dn, < 0.1	Up, < 0.1	Up, < 0.1		Up, < 0.1			Up, < 0.1
X9705812					Up, < 0.1	Up, < 0.01		Up, < 0.1		Up, < 0.01				
X9705813		Dn, < 0.1		Dn, < 0.1								Dn, < 0.1		Dn, < 0.1
X9705814										Up, < 0.1			Dn, < 0.1	Up, < 0.1
X9705815					Up, < 0.01									
X9705816						Dn, < 0.1								
X9705817						Dn, < 0.1	Dn, < 0.1		Up, < 0.1	Dn, < 0.01		Dn, < 0.1		
X9705818		Up, < 0.1			Up, < 0.1								Dn, < 0.1	
X9705819				Dn, < 0.1		Dn, < 0.01	Dn, < 0.1						Dn, < 0.1	
X9705820														Up, < 0.1
X9705821					Up, < 0.1								Dn, < 0.1	
X9705822					Up, < 0.1									
X9705823					Up, < 0.1									
X9705824					Up, < 0.1									
X9705825													Dn, < 0.1	
X9705826							Dn, < 0.1		Up, < 0.1			Dn, < 0.1		
X9705827					Up, < 0.01									
X9705828							Dn, < 0.1		Up, < 0.1		Up, < 0.1			
X9705829	Up, < 0.1		Up, < 0.1				Dn, < 0.1		Up, < 0.1					
X9705831	Dn, < 0.1							Up, < 0.01				Dn, < 0.1		
X9705834					Up, < 0.01									
X9705836					Up, < 0.1			Up, < 0.1	Up, < 0.1				Dn, < 0.1	
X9705837					Up, < 0.1									
X9705839					Up, < 0.1									
X9705843	Up, < 0.1		Up, < 0.1											
X9705844		Dn, < 0.1		Dn, < 0.1										
X9705846					Up, < 0.01									
X9705847													Dn, < 0.01	
X9705848					Up, < 0.1									Dn, < 0.1
X9705849													Dn, < 0.1	
X9705851					Up, < 0.01		Dn, < 0.01		Up, < 0.1		Up, < 0.1			
X9705852					Up, < 0.1									
X9705854								Up, < 0.1	Up, < 0.1	Dn, < 0.1		Dn, < 0.01		Up, < 0.1
X9705856					Up, < 0.1		Up, < 0.01		Dn, < 0.1		Dn, < 0.1			
X9705857		Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Up, < 0.001			Up, < 0.1	Up, < 0.1			Dn, < 0.1		Dn, < 0.1
X9705858	Up, < 0.01		Up, < 0.01		Up, < 0.001					Dn, < 0.1		Dn, < 0.1		
X9705859						Dn, < 0.1								
X9705860					Up, < 0.1	Dn, < 0.1	Dn, < 0.1		Up, < 0.1	Dn, < 0.1				
X9705861					Up, < 0.1	Dn, < 0.1		Dn, < 0.1						
X9705862						Dn, < 0.1								
X9705863					Up, < 0.01									
X9705864					Up, < 0.01									
X9705865								Up, < 0.01	Up, < 0.1					
X9705869			Up, < 0.1		Up, < 0.1									
X9705870					Up, < 0.001			Up, < 0.1						
X9705871										Dn, < 0.1	Dn, < 0.1	Dn, < 0.1		
X9705873					Up, < 0.1			Up, < 0.1						
X9705874					Up, < 0.1			Up, < 0.1						
X9705875	Dn, < 0.1				Up, < 0.1			Up, < 0.1	Up, < 0.1				Dn, < 0.1	
X9705877												Dn, < 0.1		
X9705878					Up, < 0.1			Dn, < 0.1		Dn, < 0.1				
X9705880					Up, < 0.1									
X9705881										Up, < 0.1	Up, < 0.1			
X9705882		Up, < 0.1			Up, < 0.1									
X9705883		Up, < 0.1		Up, < 0.1				Dn, < 0.1						Up, < 0.1
X9705884					Up, < 0.1	Dn, < 0.1								
X9705885		Up, < 0.1		Up, < 0.1	Up, < 0.1			Dn, < 0.1	Dn, < 0.1			Up, < 0.1		
X9705886		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									
X9705889					Up, < 0.1								Dn, < 0.01	
X9705890										Up, < 0.01	Up, < 0.01			
X9705892										Up, < 0.1	Up, < 0.1			
X9705893					Up, < 0.1								Up, < 0.1	
X9705896					Up, < 0.001									
X9705897								Up, < 0.1						
X9705899					Up, < 0.01				Up, < 0.1	Up, < 0.1	Up, < 0.01			
X9705900					Up, < 0.1	Dn, < 0.1								
X9705903						Dn, < 0.1							Dn, < 0.01	
X9705905						Dn, < 0.1	Dn, < 0.1							
X9705906					Up, < 0.1	Dn, < 0.1	Dn, < 0.1		Up, < 0.1					
X9705909					Up, < 0.1								Dn, < 0.1	
X9705910					Up, < 0.1									
X9705912		Dn, < 0.1		Dn, < 0.1										
X9705913										Up, < 0.1		Up, < 0.1		
X9705914										Up, < 0.1		Up, < 0.1		
X9705915													Dn, < 0.1	
X9705916								Up, < 0.1	Up, < 0.1	Up, < 0.1				
X9705917							Dn, < 0.001		Up, < 0.001		Up, < 0.1			Up, < 0.1
X9705919						Dn, < 0.1				Dn, < 0.1				
X9705920					Up, < 0.1		Dn, < 0.1							
X9705921					Up, < 0.01									
X9705922	Up, < 0.01		Up, < 0.1											
X9705923						Dn, < 0.1		Dn, < 0.1						
X9705924					Up, < 0.1			Up, < 0.1					Dn, < 0.1	
X9705925					Up, < 0.1								Dn, < 0.1	
X9705927					Up, < 0.1									
X9705928		Up, < 0.1		Up, < 0.1										Up, < 0.1
X9705929					Up, < 0.01								Dn, < 0.1	
X9705930					Up, < 0.1	Dn, < 0.1								
X9705931					Up, < 0.1			Up, < 0.1	Up, < 0.1			Dn, < 0.1		
X9705932													Dn, < 0.1	
X9705934	Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Up, < 0.1									Dn, < 0.1	
X9705937					Up, < 0.1							Up, < 0.1		
X9705938					Up, < 0.1									
X9705939		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									Dn, < 0.1
X9705942														Up, < 0.1
X9705943					Up, < 0.1									
X9705945					Up, < 0.1					Dn, < 0.1		Dn, < 0.1		
X9705946					Up, < 0.01	Dn, < 0.1				Dn, < 0.1				
X9705947					Up, < 0.1									Dn, < 0.1
X9705948								Up, < 0.01	Up, < 0.1					
X9705950					Up, < 0.1									
X9705952								Up, < 0.1				Dn, < 0.1		
X9705953						Dn, < 0.1	Dn, < 0.1						Dn, < 0.1	
X9705954													Up, < 0.1	
X9705955				Dn, < 0.1	Up, < 0.1									
X9705956							Dn, < 0.1				Up, < 0.1			
X9705958		Dn, < 0.1		Dn, < 0.1	Up, < 0.01									
X9705959					Up, < 0.1									Dn, < 0.1
X9705960												Dn, < 0.1		
X9705963					Up, < 0.001									
X9705964					Up, < 0.1	Dn, < 0.1		Dn, < 0.1						
X9705965		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9705966					Up, < 0.01									
X9705967	Up, < 0.1		Up, < 0.1											
X9705969		Up, < 0.1		Up, < 0.1						Up, < 0.1		Up, < 0.1	Dn, < 0.1	Up, < 0.1
X9705970					Up, < 0.001									
X9705971								Up, < 0.1	Up, < 0.1	Up, < 0.1	Up, < 0.1			
X9705973					Up, < 0.01									
X9705974		Dn, < 0.1		Dn, < 0.1										
X9705975													Dn, < 0.1	
X9705976		Up, < 0.1		Up, < 0.1										Up, < 0.1
X9705977					Up, < 0.1									
X9705978					Up, < 0.01					Up, < 0.1				
X9705980		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									Dn, < 0.1
X9705981	Dn, < 0.1				Up, < 0.01			Up, < 0.1				Dn, < 0.1		
X9705983					Up, < 0.01									Dn, < 0.1
X9705984					Up, < 0.1									
X9705985										Dn, < 0.1				
X9705986					Up, < 0.01	Dn, < 0.01				Dn, < 0.1			Dn, < 0.1	
X9705987					Up, < 0.01									
X9705989					Up, < 0.001								Dn, < 0.1	
X9705990														Up, < 0.1
X9705991					Up, < 0.1									
X9705993					Up, < 0.1								Dn, < 0.1	
X9705996							Up, < 0.1				Dn, < 0.1			
X9705997					Up, < 0.1									
X9705998						Dn, < 0.1		Dn, < 0.1				Up, < 0.1		
X9705999					Up, < 0.01	Dn, < 0.1								
X9706000					Up, < 0.001									
X9706002		Dn, < 0.1		Dn, < 0.1				Up, < 0.1				Dn, < 0.1		
X9706003						Dn, < 0.1	Dn, < 0.1							
X9706004	Dn, < 0.1				Up, < 0.01									
X9706005					Up, < 0.001		Dn, < 0.1		Up, < 0.01			Dn, < 0.1		
X9706006		Up, < 0.1		Up, < 0.1			Dn, < 0.1							
X9706007					Up, < 0.1					Up, < 0.1				
X9706009					Up, < 0.01					Up, < 0.1	Up, < 0.1	Up, < 0.1	Dn, < 0.1	
X9706010					Up, < 0.01		Up, < 0.1				Dn, < 0.1			
X9706011		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									Dn, < 0.01
X9706012													Dn, < 0.1	Up, < 0.1
X9706013					Up, < 0.1					Dn, < 0.1				
X9706014		Dn, < 0.01		Dn, < 0.01	Up, < 0.1	Dn, < 0.1		Dn, < 0.1						Dn, < 0.1
X9706015		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									Dn, < 0.1
X9706018		Dn, < 0.1		Dn, < 0.1	Up, < 0.001									Dn, < 0.01
X9706019					Up, < 0.1									
X9706020					Up, < 0.1									
X9706021		Dn, < 0.1		Dn, < 0.1	Up, < 0.001									Dn, < 0.1
X9706022					Up, < 0.1		Dn, < 0.1	Up, < 0.1	Up, < 0.01			Dn, < 0.1		
X9706023					Up, < 0.1			Up, < 0.1						
X9706024					Up, < 0.01									
X9706026					Up, < 0.01									
X9706027		Dn, < 0.01		Dn, < 0.01	Up, < 0.1									Dn, < 0.001
X9706028					Up, < 0.01								Up, < 0.1	
X9706029										Dn, < 0.1				
X9706030	Dn, < 0.1	Up, < 0.01		Up, < 0.01									Dn, < 0.1	Up, < 0.1
X9706032					Up, < 0.01									
X9706033					Up, < 0.1	Up, < 0.01		Up, < 0.01		Up, < 0.01				
X9706035										Dn, < 0.1		Dn, < 0.1		
X9706036							Dn, < 0.1		Up, < 0.1					
X9706037					Up, < 0.01			Up, < 0.1	Up, < 0.1			Dn, < 0.1		
X9706038									Dn, < 0.1					Up, < 0.1
X9706041	Dn, < 0.1													
X9706042						Up, < 0.1	Up, < 0.1		Dn, < 0.1					
X9706043								Up, < 0.1				Dn, < 0.1		
X9706044	Dn, < 0.1				Up, < 0.1					Up, < 0.1	Up, < 0.1			
X9706045									Up, < 0.1	Dn, < 0.1		Dn, < 0.1		
X9706046					Up, < 0.01									
X9706047	Up, < 0.1		Up, < 0.1		Up, < 0.1		Dn, < 0.1							
X9706049						Up, < 0.1								
X9706050					Up, < 0.1									
X9706051					Up, < 0.1									
X9706054					Up, < 0.1									
X9706055					Up, < 0.1									
X9706056					Up, < 0.1									
X9706058					Up, < 0.1								Dn, < 0.1	
X9706059	Up, < 0.1		Up, < 0.1						Up, < 0.1			Dn, < 0.1		
X9706060					Up, < 0.1			Dn, < 0.1	Dn, < 0.1					
X9706061									Up, < 0.1					
X9706062		Dn, < 0.1		Dn, < 0.1					Up, < 0.1	Dn, < 0.1		Dn, < 0.1		
X9706065			Dn, < 0.1		Up, < 0.01								Up, < 0.1	
X9706066								Up, < 0.1						
X9706067							Dn, < 0.1		Up, < 0.1					
X9706068							Up, < 0.1							Up, < 0.1
X9706069					Up, < 0.1								Dn, < 0.1	
X9706070	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1				Dn, < 0.01				Up, < 0.1	Up, < 0.1	
X9706071										Up, < 0.1				
X9706075					Up, < 0.1	Up, < 0.1								
X9706076		Dn, < 0.1		Dn, < 0.1			Up, < 0.1				Dn, < 0.1			
X9706077					Up, < 0.1					Up, < 0.1				
X9706079		Dn, < 0.1		Dn, < 0.1										
X9706081						Up, < 0.1								
X9706082		Dn, < 0.1		Dn, < 0.1	Up, < 0.01	Dn, < 0.1							Dn, < 0.1	Dn, < 0.01
X9706084					Up, < 0.01		Up, < 0.1							
X9706086					Up, < 0.01									Dn, < 0.1
X9706087		Dn, < 0.1		Dn, < 0.1	Up, < 0.001									Dn, < 0.1
X9706088		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									
X9706090						Up, < 0.1				Up, < 0.1				
X9706092					Up, < 0.1									Dn, < 0.1
X9706093		Dn, < 0.1		Dn, < 0.1										
X9706096		Dn, < 0.01		Dn, < 0.01	Up, < 0.01	Dn, < 0.1				Dn, < 0.1				Dn, < 0.01
X9706097										Up, < 0.01	Up, < 0.01	Up, < 0.1		
X9706099					Up, < 0.1									
X9706100								Up, < 0.1						
X9706101					Up, < 0.01								Dn, < 0.1	
X9706102					Up, < 0.01	Dn, < 0.1								Dn, < 0.1
X9706104										Dn, < 0.1	Dn, < 0.1		Up, < 0.1	
X9706105	Up, < 0.1													
X9706106			Up, < 0.1				Dn, < 0.01		Up, < 0.1					
X9706108					Up, < 0.01									
X9706109		Dn, < 0.1		Dn, < 0.1	Up, < 0.001									
X9706113					Up, < 0.001									Dn, < 0.1
X9706114					Up, < 0.1								Up, < 0.1	Dn, < 0.1
X9706115		Dn, < 0.1		Dn, < 0.1	Up, < 0.1			Up, < 0.1				Dn, < 0.1		
X9706117					Up, < 0.001									
X9706118		Dn, < 0.1		Dn, < 0.1	Up, < 0.1			Up, < 0.1			Dn, < 0.1	Dn, < 0.1		Dn, < 0.001
X9706120					Up, < 0.01									Up, < 0.1
X9706123					Up, < 0.01			Up, < 0.1						
X9706124					Up, < 0.1	Up, < 0.1		Up, < 0.1						
X9706125					Up, < 0.1									
X9706126					Up, < 0.1									
X9706128					Up, < 0.1							Up, < 0.1		
X9706129					Up, < 0.01									
X9706131					Up, < 0.1			Dn, < 0.1		Up, < 0.1	Up, < 0.1	Up, < 0.01		
X9706132	Up, < 0.1				Up, < 0.1	Up, < 0.1								
X9706133	Up, < 0.1		Up, < 0.1			Dn, < 0.1				Dn, < 0.1				Dn, < 0.1
X9706136					Up, < 0.1		Dn, < 0.1							
X9706137					Up, < 0.1			Up, < 0.1						
X9706140		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9706142					Up, < 0.01									
X9706143					Up, < 0.1	Up, < 0.1								Up, < 0.1
X9706144					Up, < 0.01	Up, < 0.01	Up, < 0.1							Up, < 0.1
X9706145						Up, < 0.1							Up, < 0.1	
X9706146					Up, < 0.001									Up, < 0.1
X9706149							Up, < 0.1							
X9706150					Up, < 0.1									
X9706153		Dn, < 0.1		Dn, < 0.1				Up, < 0.1				Dn, < 0.1		Dn, < 0.1
X9706154		Up, < 0.1		Up, < 0.1										Up, < 0.1
X9706155													Dn, < 0.1	
X9706156								Up, < 0.1	Up, < 0.1					
X9706157										Dn, < 0.01	Dn, < 0.1	Dn, < 0.1		
X9706159						Up, < 0.1		Up, < 0.1						
X9706163					Up, < 0.01									
X9706164						Dn, < 0.1								
X9706165					Up, < 0.01									
X9706166			Up, < 0.1			Dn, < 0.1		Dn, < 0.1						
X9706167	Dn, < 0.1		Dn, < 0.1						Up, < 0.1			Dn, < 0.1		Dn, < 0.1
X9706168		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									
X9706169					Up, < 0.1			Up, < 0.1	Up, < 0.1					
X9706170		Up, < 0.1		Up, < 0.1		Up, < 0.1								Up, < 0.1
X9706171						Up, < 0.1	Up, < 0.1							
X9706172						Up, < 0.1	Up, < 0.1			Up, < 0.1				
X9706173													Dn, < 0.1	
X9706174		Up, < 0.1		Up, < 0.1										Up, < 0.1
X9706175		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9706176						Up, < 0.1		Up, < 0.1						
X9706179					Up, < 0.1			Up, < 0.1						
X9706181						Up, < 0.1		Up, < 0.1						
X9706182					Up, < 0.01									
X9706184							Up, < 0.1							
X9706185					Up, < 0.01									
X9706186					Up, < 0.1									
X9706188					Up, < 0.01									
X9706189		Up, < 0.1		Up, < 0.1	Up, < 0.01									Up, < 0.1
X9706192	Dn, < 0.1				Up, < 0.001									
X9706193						Up, < 0.01		Up, < 0.1		Up, < 0.1				
X9706195					Up, < 0.1					Dn, < 0.1		Dn, < 0.1		
X9706196		Dn, < 0.1		Dn, < 0.1	Up, < 0.001									Dn, < 0.1
X9706197									Up, < 0.1					
X9706198					Up, < 0.1									
X9706200	Dn, < 0.01		Dn, < 0.01											
X9706201					Up, < 0.1								Dn, < 0.1	
X9706203					Up, < 0.01		Dn, < 0.1		Up, < 0.1					
X9706204					Up, < 0.01									
X9706205		Dn, < 0.01	Up, < 0.1	Dn, < 0.01									Dn, < 0.1	Dn, < 0.1
X9706206	Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Up, < 0.1										
X9706209													Dn, < 0.1	
X9706211	Up, < 0.1		Up, < 0.1		Up, < 0.1									
X9706212		Dn, < 0.1		Dn, < 0.1										
X9706213	Dn, < 0.01		Dn, < 0.1		Up, < 0.01			Up, < 0.1					Dn, < 0.1	
X9706216											Dn, < 0.1			
X9706217						Up, < 0.01	Up, < 0.1		Dn, < 0.1				Up, < 0.1	
X9706218	Up, < 0.01	Dn, < 0.1	Up, < 0.001	Dn, < 0.1										Dn, < 0.1
X9706219					Up, < 0.01									
X9706221		Dn, < 0.1		Dn, < 0.1									Dn, < 0.1	
X9706222		Dn, < 0.1		Dn, < 0.1	Up, < 0.01									Dn, < 0.1
X9706224										Up, < 0.01	Up, < 0.1	Up, < 0.01		
X9706226						Up, < 0.01							Up, < 0.1	
X9706227	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1										
X9706229					Up, < 0.1								Dn, < 0.1	
X9706231					Up, < 0.01			Up, < 0.1	Up, < 0.1					
X9706233								Up, < 0.1				Dn, < 0.1		
X9706234					Up, < 0.1									
X9706235										Dn, < 0.1	Dn, < 0.1			
X9706237	Dn, < 0.01		Dn, < 0.1		Up, < 0.001								Dn, < 0.1	
X9706238									Up, < 0.1					
X9706241	Up, < 0.1		Up, < 0.1				Dn, < 0.01		Up, < 0.01		Up, < 0.1			
X9706242					Up, < 0.1						Dn, < 0.1	Dn, < 0.1	Dn, < 0.1	
X9706243						Dn, < 0.1	Dn, < 0.01	Dn, < 0.1						
X9706244						Up, < 0.1								Up, < 0.1
X9706247			Dn, < 0.1		Up, < 0.1			Up, < 0.1						
X9706248														Up, < 0.1
X9706250	Dn, < 0.1				Up, < 0.1	Dn, < 0.1								
X9706252	Up, < 0.01	Dn, < 0.1	Up, < 0.01	Dn, < 0.1	Up, < 0.1									
X9706253													Up, < 0.1	
X9706254					Up, < 0.1	Up, < 0.1	Up, < 0.1							Dn, < 0.1
X9706255													Dn, < 0.1	
X9706256		Dn, < 0.1		Dn, < 0.01							Dn, < 0.1			Dn, < 0.01
X9706258					Up, < 0.1									
X9706259							Up, < 0.1							
X9706261		Dn, < 0.01		Dn, < 0.01	Up, < 0.001			Up, < 0.1				Dn, < 0.1		Dn, < 0.1
X9706262						Dn, < 0.1								
X9706265										Dn, < 0.1	Dn, < 0.1			
X9706266					Up, < 0.1									
X9706267					Up, < 0.1		Up, < 0.1		Dn, < 0.1					
X9706268		Up, < 0.1		Up, < 0.1									Dn, < 0.1	
X9706269		Dn, < 0.1		Dn, < 0.1						Dn, < 0.1		Dn, < 0.1		Dn, < 0.1
X9706270					Up, < 0.001								Up, < 0.1	
X9706272							Dn, < 0.1		Up, < 0.1					
X9706273										Dn, < 0.1		Dn, < 0.1	Up, < 0.1	
X9706274					Up, < 0.1									
X9706275					Up, < 0.01	Up, < 0.1		Up, < 0.1						
X9706277													Dn, < 0.1	
X9706281	Up, < 0.1													
X9706284						Up, < 0.1		Up, < 0.1		Up, < 0.01	Up, < 0.1			
X9706286					Up, < 0.01									
X9706287	Dn, < 0.1													
X9706290		Up, < 0.1		Up, < 0.1	Up, < 0.1					Up, < 0.1	Up, < 0.1	Up, < 0.1		Up, < 0.1
X9706291		Dn, < 0.1		Dn, < 0.1	Up, < 0.001									Dn, < 0.1
X9706293						Up, < 0.1								
X9706296		Up, < 0.1		Up, < 0.01										Up, < 0.1
X9706297					Up, < 0.1		Dn, < 0.1							
X9706300					Up, < 0.1									
X9706301	Dn, < 0.1		Dn, < 0.1		Up, < 0.1	Up, < 0.1		Up, < 0.01					Dn, < 0.1	
X9706302					Up, < 0.01	Dn, < 0.1				Dn, < 0.1				Dn, < 0.1
X9706304					Up, < 0.1									
X9706305	Up, < 0.1													
X9706306					Up, < 0.01									
X9706307	Dn, < 0.1													
X9706308										Dn, < 0.01	Dn, < 0.1	Dn, < 0.01		
X9706312		Up, < 0.1		Up, < 0.1						Up, < 0.1				Up, < 0.1
X9706313							Up, < 0.1		Dn, < 0.1					
X9706317					Up, < 0.01	Dn, < 0.1							Dn, < 0.1	Dn, < 0.1
X9706319		Dn, < 0.1		Dn, < 0.1	Up, < 0.001	Dn, < 0.1								Dn, < 0.01
X9706320														Up, < 0.1
X9706321					Up, < 0.1									
X9706322													Up, < 0.1	
X9706324					Up, < 0.1		Dn, < 0.1	Up, < 0.1	Up, < 0.01	Dn, < 0.1		Dn, < 0.01		
X9706325					Up, < 0.01									
X9706326		Up, < 0.1		Up, < 0.1		Up, < 0.1								
X9706328					Up, < 0.1									
X9706330							Up, < 0.1				Dn, < 0.1			
X9706331		Dn, < 0.1	Up, < 0.1	Dn, < 0.01	Up, < 0.1			Up, < 0.1	Up, < 0.1				Dn, < 0.1	Dn, < 0.1
X9706332	Dn, < 0.1				Dn, < 0.1									
X9706333		Up, < 0.01		Up, < 0.01					Up, < 0.1					Up, < 0.1
X9706334					Up, < 0.1									
X9706336					Up, < 0.1									
X9706338		Dn, < 0.1		Dn, < 0.1										
X9706339										Dn, < 0.1				
X9706341					Up, < 0.1		Up, < 0.1							
X9706343		Up, < 0.01		Up, < 0.001						Up, < 0.1				Up, < 0.1
X9706345						Dn, < 0.1								
X9706346	Up, < 0.1												Up, < 0.1	
X9706347						Dn, < 0.1								
X9706350	Up, < 0.01		Up, < 0.1											
X9706351					Up, < 0.1								Dn, < 0.1	
X9706352	Up, < 0.01		Up, < 0.1											
X9706355									Dn, < 0.1					
X9706356		Dn, < 0.1		Dn, < 0.1										
X9706358		Up, < 0.01		Up, < 0.01										Up, < 0.1
X9706359	Up, < 0.01		Up, < 0.1											
X9706360					Up, < 0.1			Up, < 0.1	Up, < 0.1			Dn, < 0.1		
X9706361					Up, < 0.1									
X9706362	Up, < 0.01		Up, < 0.01											
X9706364										Dn, < 0.01		Dn, < 0.1		
X9706365					Up, < 0.1									Up, < 0.1
X9706366									Dn, < 0.1					
X9706367						Dn, < 0.001	Dn, < 0.01		Up, < 0.1	Dn, < 0.1				
X9706369						Dn, < 0.1	Dn, < 0.1							
X9706370		Dn, < 0.1		Dn, < 0.1										
